Superficie,Tipo,Operación,Provincia,Precio Venta,Fecha Venta
266,Piso,Alquiler,Barcelona,2233602,
251,Industrial,Venta,Barcelona,1913624,
221,Industrial,Venta,Lleida,1583686,
161,Piso,Alquiler,Girona,1420020,
65,Piso,Alquiler,Tarragona,311090,
127,Industrial,Alquiler,Tarragona,732028,
213,Parking,Venta,Barcelona,1324008,
230,Local,Alquiler,Tarragona,1057310,
280,Piso,Venta,Barcelona,2439640,
282,Industrial,Venta,Girona,2019120,
62,Parking,Alquiler,Barcelona,397606,
185,Suelo,Venta,Lleida,1109075,
221,Casa,Alquiler,Girona,2075632,
292,Parking,Alquiler,Lleida,2262708,
212,Piso,Alquiler,Girona,1684340,
270,Oficina,Alquiler,Tarragona,1859220,
44,Casa,Alquiler,Tarragona,181192,
93,Parking,Alquiler,Girona,849462,
298,Oficina,Venta,Barcelona,1360966,
183,Suelo,Alquiler,Tarragona,1694763,
61,Parking,Venta,Lleida,350872,
121,Suelo,Venta,Girona,870837,
285,Parking,Alquiler,Lleida,1622790,
238,Oficina,Alquiler,Lleida,1195474,
123,Parking,Venta,Tarragona,1083261,
137,Suelo,Alquiler,Lleida,918722,
136,Local,Venta,Tarragona,997968,
82,Local,Alquiler,Girona,601306,
49,Local,Venta,Lleida,425173,
53,Casa,Alquiler,Barcelona,503871,
188,Suelo,Venta,Tarragona,1607588,
104,Industrial,Venta,Tarragona,522912,
63,Casa,Venta,Lleida,319347,
161,Industrial,Venta,Girona,1020257,
93,Piso,Venta,Tarragona,812913,
95,Oficina,Alquiler,Barcelona,905920,
118,Oficina,Venta,Lleida,905532,
140,Local,Alquiler,Lleida,1134840,
138,Parking,Venta,Girona,1034034,
140,Industrial,Alquiler,Lleida,949060,
192,Industrial,Venta,Lleida,1242624,
173,Casa,Venta,Tarragona,1456487,
145,Local,Venta,Tarragona,1128390,
162,Suelo,Venta,Tarragona,720576,
53,Piso,Venta,Tarragona,325420,
201,Local,Alquiler,Tarragona,1194342,
88,Suelo,Alquiler,Barcelona,476784,
106,Oficina,Alquiler,Barcelona,520672,
44,Industrial,Venta,Tarragona,306020,
110,Oficina,Venta,Barcelona,713680,
99,Industrial,Alquiler,Girona,763983,
76,Oficina,Alquiler,Tarragona,347776,
292,Casa,Alquiler,Girona,2765240,
102,Oficina,Venta,Lleida,470118,
126,Casa,Alquiler,Lleida,726264,
159,Local,Venta,Barcelona,1056714,
153,Oficina,Alquiler,Tarragona,774792,
59,Industrial,Alquiler,Tarragona,555013,
60,Suelo,Alquiler,Barcelona,586920,
135,Suelo,Venta,Girona,1096470,
239,Piso,Alquiler,Lleida,1364690,
283,Industrial,Alquiler,Barcelona,1800729,
144,Parking,Venta,Barcelona,1035648,
95,Oficina,Venta,Barcelona,940310,
135,Piso,Venta,Barcelona,1298025,
41,Suelo,Venta,Tarragona,192290,
213,Suelo,Alquiler,Tarragona,1202811,
60,Parking,Venta,Girona,366780,
245,Local,Alquiler,Lleida,1966615,
172,Casa,Venta,Girona,1389072,
79,Casa,Alquiler,Girona,495093,
221,Oficina,Venta,Girona,1194726,
266,Piso,Alquiler,Girona,2010960,
128,Suelo,Alquiler,Girona,912256,
182,Local,Venta,Barcelona,777868,
118,Industrial,Alquiler,Lleida,1114746,
132,Casa,Alquiler,Lleida,1028676,
269,Industrial,Venta,Lleida,1674794,
243,Casa,Alquiler,Tarragona,1608903,
197,Casa,Alquiler,Barcelona,1630569,
291,Local,Alquiler,Tarragona,1475952,
51,Parking,Venta,Girona,393057,
209,Casa,Alquiler,Tarragona,1925935,
199,Casa,Venta,Barcelona,1682346,
300,Industrial,Alquiler,Barcelona,2908500,
170,Suelo,Alquiler,Tarragona,1178610,
73,Suelo,Alquiler,Tarragona,622909,
119,Parking,Venta,Tarragona,1056839,
218,Oficina,Alquiler,Tarragona,1656364,
112,Local,Alquiler,Girona,739872,
117,Local,Venta,Lleida,898209,
42,Casa,Venta,Barcelona,417564,
71,Oficina,Venta,Girona,591004,
197,Parking,Venta,Lleida,1802156,
146,Oficina,Alquiler,Barcelona,725474,
116,Oficina,Venta,Lleida,845640,
163,Industrial,Venta,Tarragona,761536,
276,Casa,Alquiler,Girona,2336340,
220,Parking,Alquiler,Barcelona,1296900,
279,Oficina,Venta,Girona,2384334,
162,Local,Venta,Lleida,1517292,
119,Suelo,Alquiler,Tarragona,631057,
257,Suelo,Alquiler,Barcelona,2490587,
76,Parking,Alquiler,Tarragona,443460,
293,Local,Alquiler,Barcelona,2065357,
296,Parking,Venta,Lleida,2914416,
248,Industrial,Alquiler,Lleida,1147000,
158,Piso,Venta,Lleida,1567834,
100,Oficina,Alquiler,Tarragona,787400,
151,Local,Alquiler,Girona,1028159,
128,Piso,Alquiler,Girona,818176,
123,Parking,Venta,Girona,1088181,
89,Industrial,Venta,Barcelona,414829,
273,Casa,Alquiler,Lleida,1497132,
282,Suelo,Venta,Tarragona,2689434,
131,Parking,Alquiler,Girona,1224850,
156,Local,Alquiler,Girona,881868,
45,Industrial,Alquiler,Lleida,448065,
225,Industrial,Alquiler,Tarragona,2179125,
229,Local,Alquiler,Barcelona,916229,
128,Piso,Venta,Girona,1270400,
244,Industrial,Venta,Tarragona,1026508,
200,Local,Venta,Lleida,1760000,
221,Parking,Venta,Girona,1533077,
286,Local,Venta,Tarragona,1180036,
140,Piso,Venta,Tarragona,760620,
197,Parking,Alquiler,Tarragona,825430,
143,Suelo,Alquiler,Tarragona,830830,
277,Industrial,Alquiler,Tarragona,2129576,
187,Parking,Alquiler,Tarragona,1297780,
284,Casa,Venta,Barcelona,1808512,
179,Industrial,Venta,Tarragona,1386892,
146,Oficina,Alquiler,Barcelona,1063902,
247,Casa,Venta,Girona,1804088,
95,Oficina,Alquiler,Lleida,394250,
114,Industrial,Venta,Tarragona,540018,
44,Oficina,Alquiler,Tarragona,293172,
81,Parking,Alquiler,Barcelona,607014,
44,Local,Venta,Barcelona,180048,
283,Piso,Venta,Barcelona,2686236,
136,Oficina,Venta,Barcelona,807432,
52,Oficina,Alquiler,Tarragona,463424,
296,Industrial,Alquiler,Barcelona,2078216,
161,Suelo,Alquiler,Barcelona,999005,
55,Suelo,Venta,Lleida,355135,
264,Piso,Venta,Barcelona,2517504,
88,Parking,Venta,Barcelona,612568,
110,Local,Venta,Girona,845790,
190,Oficina,Venta,Lleida,1031320,
221,Industrial,Alquiler,Lleida,1450644,
55,Piso,Alquiler,Girona,454080,
78,Suelo,Venta,Tarragona,740688,
88,Piso,Alquiler,Barcelona,397408,
254,Parking,Venta,Lleida,2140712,
